127,tt0036775,"moment met murder"
128,tt0027977,"stands alone greatest entertainer modern times one earth make laugh heartily touch heart deeply whole world laughs cries thrills priceless genius"
129,tt0071411,"kurosawa academy award winning masterpiece"
130,tt0074958,"since dawn time america experienced man like howard beale"
131,tt0172495,"hero rise"
132,tt0015864,"world greatest laughing picture"
133,tt0059578,"man name back man black waiting walking arsenal - uncoils strikes kills"
134,tt0180093,""
135,tt0208092,"stealin stones breakin bones"
136,tt0209144,"memories best forgotten"
137,tt0245712,"love betrayal death"
138,tt0086250,"world"
139,tt0198781,"scare care"
140,tt0211915,"one person change life forever"
141,tt0120737,"one ring rule"
142,tt0268978,"need believe something extra ordinary possible"
143,tt0051201,"electrifying entertainment time"
144,tt0050986,""
145,tt0042876,"husband wife bandit"
146,tt0245429,"tunnel led chihiro mysterious town"
147,tt0167261,"new power rising"
148,tt0264464,"true story real fake"
149,tt0253474,"music passion survival masterpiece"
150,tt0317248,"run 're dead stay 're dead period"
151,tt0266543,"3.7 trillion fish ocean 're looking one"
152,tt0325980,"prepare blown water"
153,tt0046438,"life depressing"
154,tt0044741,"one great films time"
155,tt0055031,"event world never forget"
156,tt0091251,""
157,tt0266697,"go kill"
158,tt0019254,"immortal screen classic live forever"
159,tt0167260,"eye enemy moving"
160,tt0060827,""
161,tt0338013,"erase someone mind getting heart another story"
162,tt0046268,"dynamic tremendous shattering"
163,tt0381681,"second chance one got away"
164,tt0317705,"gut glory"
165,tt0015324,"every inch footage holds laugh"
166,tt0056058,"world never understood japanese prefer death dishonor winner prix special du jury cannes 1963 provides answer"
167,tt0058946,"revolt stirred world"
168,tt0364569,"15 years imprisonment five days vengeance"
169,tt0405159,"beyond silence past beyond dreams feeling beyond hope memory beyond journey love"
170,tt0395169,"world closed eyes opened arms"
171,tt0353969,"worst stay forever"
172,tt0363163,"april 1945 nation awaits downfall"
173,tt0372784,"evil fears knight"
174,tt0434409,"people afraid governments governments afraid people"
175,tt0405094,"fall berlin wall east germany secret police listened secrets"
176,tt0457430,"happens make-believe believes real"
177,tt0407887,"lies betrayal sacrifice far take"
178,tt0482571,"watching closely"
179,tt0382932,"dying become chef"
180,tt0476735,""
181,tt0758758,"heart soul"
182,tt0477348,"clean getaways"
183,tt0469494,"greed vengeance"
184,tt0986264,"every child special"
185,tt0468569,"serious"
186,tt0910970,"adventure beyond ordinar-e"
187,tt1205489,"ever come across somebody messed"
188,tt0361748,"upon time nazi occupied france"
189,tt1049413,""
190,tt1305806,""
191,tt0978762,"sometimes perfect strangers make best friends"
192,tt1028532,"true story faith devotion undying love"
193,tt1187043,"stupid i.d.i.o.t"
194,tt1130884,"someone missing"
195,tt0892769,"one adventure change two worlds"
196,tt0435761,"toy gets left behind"
197,tt1375666,"mind scene crime"
198,tt1255953,"search began opening mother"
199,tt1201607,"ends"
200,tt1454029,"change begins whisper"
201,tt1832382,"ugly truth sweet lies"
202,tt1291584,"fight family"
203,tt1345836,"legend ends"
204,tt1675434,"sometimes reach someone else world find missing"
205,tt2106476,"lie spreading"
206,tt1853728,"life liberty pursuit vengeance"
207,tt1392214,"every moment matters"
208,tt1979320,"everyone driven something"
209,tt2024544,"extraordinary true story solomon northup"
210,tt0993846,"earn spend party"
211,tt2278388,"perfect holiday without leaving home"
212,tt0816692,"mankind born earth never meant die"
213,tt2582802,"road greatness take edge"
214,tt2267998,"know 've got 'til"
215,tt3011894,"lose control"
216,tt1392190,"lovely day"
217,tt2096673,"meet little voices inside head"
218,tt3170832,"love knows boundaries"
219,tt1895587,"break story break silence"
220,tt2119532,"one greatest heroes american history never fired bullet"
221,tt5074352,""
222,tt3315342,"time come"
