51,tt0071853,"Monty Python and the Holy Grail, Adventure, Comedy, Fantasy"
52,tt0095765,"Cinema Paradiso, Drama, Romance"
53,tt0050825,"Paths of Glory, Drama, War"
54,tt0073486,"One Flew Over the Cuckoo's Nest, Drama"
55,tt0080684,"The Empire Strikes Back, Adventure, Action, Science Fiction"
56,tt0082971,"Raiders of the Lost Ark, Adventure, Action"
57,tt0090605,"Aliens, Horror, Action, Thriller, Science Fiction"
58,tt0060196,"The Good, the Bad and the Ugly, Western"
59,tt0050083,"12 Angry Men, Drama"
60,tt0056172,"Lawrence of Arabia, Adventure, Drama, History, War"
61,tt0066921,"A Clockwork Orange, Science Fiction, Drama"
62,tt0056592,"To Kill a Mockingbird, Crime, Drama"
63,tt0078788,"Apocalypse Now, Drama, War"
64,tt0064116,"Once Upon a Time in the West, Western"
65,tt0086190,"Return of the Jedi, Adventure, Action, Science Fiction"
66,tt0041959,"The Third Man, Thriller, Mystery"
67,tt0099685,"GoodFellas, Drama, Crime"
68,tt0078748,"Alien, Horror, Action, Thriller, Science Fiction"
69,tt0054215,"Psycho, Drama, Horror, Thriller"
70,tt0071562,"The Godfather: Part II, Drama, Crime"
71,tt0093058,"Full Metal Jacket, Drama, War"
72,tt0086879,"Amadeus, Drama, History, Music"
73,tt0087843,"Once Upon a Time in America, Drama, Crime"
74,tt0081398,"Raging Bull, Drama"
75,tt0082096,"Das Boot, Action, Drama, History, War, Adventure"
76,tt0070735,"The Sting, Comedy, Crime, Drama"
77,tt0050976,"The Seventh Seal, Fantasy, Drama"
78,tt0088247,"The Terminator, Action, Thriller, Science Fiction"
79,tt0097165,"Dead Poets Society, Drama"
80,tt0050212,"The Bridge on the River Kwai, Drama, History, War"
81,tt0071315,"Chinatown, Crime, Drama, Mystery, Thriller"
82,tt0040897,"The Treasure of the Sierra Madre, Action, Adventure, Drama, Western"
83,tt0081505,"The Shining, Horror, Thriller"
84,tt0092005,"Stand by Me, Crime, Drama"
85,tt0022100,"M, Drama, Action, Thriller, Crime"
86,tt0057115,"The Great Escape, Adventure, Drama, History, Thriller, War"
87,tt0077416,"The Deer Hunter, Drama, War"
88,tt0107048,"Groundhog Day, Romance, Fantasy, Drama, Comedy"
89,tt0105695,"Unforgiven, Western"
90,tt0088763,"Back to the Future, Adventure, Comedy, Science Fiction, Family"
91,tt0061512,"Cool Hand Luke, Crime, Drama"
92,tt0032553,"The Great Dictator, Comedy"
93,tt0052618,"Ben-Hur, Action, Adventure, Drama, History"
94,tt0097576,"Indiana Jones and the Last Crusade, Adventure, Action"
95,tt0083987,"Gandhi, Drama, History"
96,tt0073195,"Jaws, Horror, Thriller, Adventure"
97,tt0119488,"L.A. Confidential, Crime, Drama, Mystery, Thriller"
98,tt0120382,"The Truman Show, Comedy, Drama"
99,tt0119217,"Good Will Hunting, Drama"
100,tt0118715,"The Big Lebowski, Comedy, Crime"
101,tt0118849,"Children of Heaven, Drama, Comedy, Family"
102,tt0036868,"The Best Years of Our Lives, Drama, History, Romance"
103,tt0047296,"On the Waterfront, Crime, Drama"
104,tt0075148,"Rocky, Drama"
105,tt0070047,"The Exorcist, Drama, Horror, Thriller"
106,tt0017136,"Metropolis, Drama, Science Fiction"
107,tt0047478,"Seven Samurai, Action, Drama"
108,tt0120815,"Saving Private Ryan, Drama, History, War"
109,tt0084787,"The Thing, Horror, Mystery, Science Fiction"
110,tt0080678,"The Elephant Man, Drama, History"
111,tt0118799,"Life Is Beautiful, Comedy, Drama"
112,tt0120586,"American History X, Drama"
113,tt0120735,"Lock, Stock and Two Smoking Barrels, Comedy, Crime"
114,tt0133093,"The Matrix, Action, Science Fiction"
115,tt0072684,"Barry Lyndon, Drama, Romance, War"
116,tt0053198,"The 400 Blows, Drama"
117,tt0129167,"The Iron Giant, Adventure, Animation, Family, Fantasy, Science Fiction"
118,tt0167404,"The Sixth Sense, Mystery, Thriller, Drama"
119,tt0169547,"American Beauty, Drama"
120,tt0137523,"Fight Club, Drama"
121,tt0017925,"The General, Action, Adventure, Comedy, Drama"
122,tt0040522,"Bicycle Thieves, Drama"
123,tt0032551,"The Grapes of Wrath, Drama"
124,tt0120689,"The Green Mile, Fantasy, Drama, Crime"
125,tt0021749,"City Lights, Comedy, Drama, Romance"
126,tt0012349,"The Kid, Comedy, Drama"
127,tt0036775,"Double Indemnity, Drama, Mystery, Thriller"
128,tt0027977,"Modern Times, Drama, Comedy"
129,tt0071411,"Dersu Uzala, Action, Adventure, Drama"
130,tt0074958,"Network, Drama"
131,tt0172495,"Gladiator, Action, Drama, Adventure"
132,tt0015864,"The Gold Rush, Adventure, Comedy, Drama"
133,tt0059578,"For a Few Dollars More, Western"
134,tt0180093,"Requiem for a Dream, Crime, Drama"
135,tt0208092,"Snatch, Thriller, Crime"
136,tt0209144,"Memento, Mystery, Thriller"
137,tt0245712,"Amores perros, Drama, Thriller"
138,tt0086250,"Scarface, Action, Crime, Drama, Thriller"
139,tt0198781,"Monsters, Inc., Animation, Comedy, Family"
140,tt0211915,"Amelie, Comedy, Romance"
141,tt0120737,"The Lord of the Rings: The Fellowship of the Ring, Adventure, Fantasy, Action"
142,tt0268978,"A Beautiful Mind, Drama, Romance"
143,tt0051201,"Witness for the Prosecution, Drama, Mystery, Crime"
144,tt0050986,"Wild Strawberries, Drama"
145,tt0042876,"Rashomon, Crime, Drama, Mystery"
146,tt0245429,"Spirited Away, Fantasy, Adventure, Animation, Family"
147,tt0167261,"The Lord of the Rings: The Two Towers, Adventure, Fantasy, Action"
148,tt0264464,"Catch Me If You Can, Drama, Crime"
149,tt0253474,"The Pianist, Drama, War"
150,tt0317248,"City of God, Drama, Crime"
151,tt0266543,"Finding Nemo, Animation, Family"
152,tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl, Adventure, Fantasy, Action"
153,tt0046438,"Tokyo Story, Drama"
154,tt0044741,"Ikiru, Drama"
155,tt0055031,"Judgment at Nuremberg, Drama, History"
156,tt0091251,"Come and See, Drama, History, War"
157,tt0266697,"Kill Bill: Vol. 1, Action, Crime"
158,tt0019254,"The Passion of Joan of Arc, Drama, History"
159,tt0167260,"The Lord of the Rings: The Return of the King, Adventure, Fantasy, Action"
160,tt0060827,"Persona, Drama"
161,tt0338013,"Eternal Sunshine of the Spotless Mind, Science Fiction, Drama, Romance"
162,tt0046268,"The Wages of Fear, Drama, Thriller, Adventure"
163,tt0381681,"Before Sunset, Drama, Romance"
164,tt0317705,"The Incredibles, Action, Adventure, Animation, Family"
165,tt0015324,"Sherlock, Jr., Fantasy, Drama, Comedy, Mystery"
166,tt0056058,"Harakiri, Action, Drama, History"
167,tt0058946,"The Battle of Algiers, Drama, War, History"
168,tt0364569,"Oldboy, Drama, Thriller, Mystery, Action"
169,tt0405159,"Million Dollar Baby, Drama"
170,tt0395169,"Hotel Rwanda, Drama, History, War"
171,tt0353969,"Memories of Murder, Crime, Drama, Thriller"
172,tt0363163,"Downfall, Drama, History, War"
173,tt0372784,"Batman Begins, Action, Crime, Drama"
174,tt0434409,"V for Vendetta, Action, Thriller, Fantasy"
175,tt0405094,"The Lives of Others, Drama, Thriller"
176,tt0457430,"Pan's Labyrinth, Fantasy, Drama, War"
177,tt0407887,"The Departed, Drama, Thriller, Crime"
178,tt0482571,"The Prestige, Drama, Mystery, Thriller"
179,tt0382932,"Ratatouille, Animation, Comedy, Family, Fantasy"
180,tt0476735,"My Father and My Son, Comedy, Drama"
181,tt0758758,"Into the Wild, Adventure, Drama"
182,tt0477348,"No Country for Old Men, Crime, Drama, Thriller"
183,tt0469494,"There Will Be Blood, Drama"
184,tt0986264,"Taare Zameen Par, Drama"
185,tt0468569,"The Dark Knight, Drama, Action, Crime, Thriller"
186,tt0910970,"WALL夷똄, Animation, Family"
187,tt1205489,"Gran Torino, Drama"
188,tt0361748,"Inglourious Basterds, Drama, Action, Thriller, War"
189,tt1049413,"Up, Animation, Comedy, Family, Adventure"
190,tt1305806,"The Secret in Their Eyes, Crime, Drama, Mystery, Romance"
191,tt0978762,"Mary and Max, Animation, Comedy, Drama"
192,tt1028532,"Hachi: A Dog's Tale, Drama, Family"
193,tt1187043,"3 Idiots, Drama, Comedy, Romance"
194,tt1130884,"Shutter Island, Drama, Thriller, Mystery"
195,tt0892769,"How to Train Your Dragon, Fantasy, Adventure, Animation, Family"
196,tt0435761,"Toy Story 3, Animation, Family, Comedy"
197,tt1375666,"Inception, Action, Thriller, Science Fiction, Mystery, Adventure"
198,tt1255953,"Incendies, Drama, War, Mystery"
199,tt1201607,"Harry Potter and the Deathly Hallows: Part 2, Family, Fantasy, Adventure"
200,tt1454029,"The Help, Drama"
201,tt1832382,"A Separation, Drama"
202,tt1291584,"Warrior, Action, Drama"
203,tt1345836,"The Dark Knight Rises, Action, Crime, Drama, Thriller"
204,tt1675434,"The Intouchables, Drama, Comedy"
205,tt2106476,"The Hunt, Drama"
206,tt1853728,"Django Unchained, Drama, Western"
207,tt1392214,"Prisoners, Drama, Thriller, Crime"
208,tt1979320,"Rush, Drama, Action"
209,tt2024544,"12 Years a Slave, Drama, History"
210,tt0993846,"The Wolf of Wall Street, Crime, Drama, Comedy"
211,tt2278388,"The Grand Budapest Hotel, Comedy, Drama"
212,tt0816692,"Interstellar, Adventure, Drama, Science Fiction"
213,tt2582802,"Whiplash, Drama"
214,tt2267998,"Gone Girl, Mystery, Thriller, Drama"
215,tt3011894,"Wild Tales, Drama, Thriller, Comedy"
216,tt1392190,"Mad Max: Fury Road, Action, Adventure, Science Fiction, Thriller"
217,tt2096673,"Inside Out, Drama, Comedy, Animation, Family"
218,tt3170832,"Room, Drama, Thriller"
219,tt1895587,"Spotlight, Drama, Thriller, History"
220,tt2119532,"Hacksaw Ridge, Drama, History, War"
221,tt5074352,"Dangal, Drama"
222,tt3315342,"Logan, Action, Drama, Science Fiction"
